quanta_author,quanta_pub_date,quanta_title,arxiv_id,title,authors,original_submission_date,most_recent_update_date,primary_subject,secondary_subject,primary-MSC,secondary_MSC
"[""Jonathan O'Callaghan""]",2022-09-01,Webb Space Telescope Snaps Its First Photo of an Exoplanet,2209.00620,The JWST Early Release Science Program for Direct Observations of Exoplanetary Systems II: A 1 to 20 Micron Spectrum of the Planetary-Mass Companion VHS 1256-1257 b,"['Marois, Christian', 'Millar-Blanchaer, Maxwell A.', 'Vigan, Arthur', 'Howe, Alex R.', 'Chen, Christine H.', 'Balmer, William O.', 'Wyatt, Mark C.', 'Biller, Beth A.', 'Matthews, Elisabeth C.', 'Mazoyer, Johan', 'Zhang, Keming', 'Worthen, Kadin', 'Ward-Duong, Kimberly', 'Lloyd, James P.', 'Booth, Mark', 'Wang, Jason J.', 'Tan, Xianyu', 'Lagage, Pierre-Olivier', 'Boccaletti, Anthony', 'Hoch, Kielan K. W.', 'Redai, Jea Adams', 'Pantin, Eric', 'Marley, Mark S.', 'Bryan, Marta L.', 'Tamura, Motohide', 'Rebollido, Andreas Quirrenbachm Isabel', 'Miles, Brittany E.', 'Vos, Johanna M.', 'Moran, Sarah E.', 'Danielski, Camilla', 'Petrus, Simon', 'Morley, Caroline V.', 'Currie, Thayne', 'Kervella, Pierre', 'Meyer, Michael R.', 'Vasist, Malavika', 'Zhang, Zhoujian', 'Quanz, Sascha P.', 'Whiteford, Niall', 'Bonnefoy, Mickael', 'Bonavita, Mariangela', 'Chauvin, Gael', 'Girard, Julien H.', 'Skemer, Andrew', 'Greenbaum, Alexandra Z.', 'Lawson, Kellen', 'Mukherjee, Sagnick', 'Kammerer, Jens', 'Gonzales, Eileen C.', 'McElwain, Michael W.', 'Cugno, Gabriele', 'Ren, Bin B.', 'Matthews, Brenda C.', 'Factor, Samuel M.', 'Liu, Michael C.', 'Janson, Markus', 'Faherty, Jacqueline K.', 'Choquet, Elodie', 'Briesemeister, Zackery W.', 'Kuzuhara, Masayuki', 'Marino, Sebastian', 'Hines, Dean C.', 'Mawet, Dimitri', 'Bowler, Brendan P.', 'Samland, Matthias', 'Perrin, Marshall D.', 'Calissendorff, Per', 'Wolff, Schuyler G.', 'Stapelfeldt, Karl R.', 'Franson, Kyle', 'Lazzoni, Cecilia', 'Macintosh, Bruce', 'Kraus, Adam L.', 'Hood, Callie E.', 'Uyama, Taichi', 'Ygouf, Marie', 'Pueyo, Laurent', 'Christiaens, Valentin', 'Fitzgerald, Michael P.', 'Carter, Aarynn L.', 'Catalloube, Faustine', 'Kalas, Paul', 'Schlieder, Joshua E.', 'Molliere, Paul', 'Henning, Thomas', 'Martinez, Raquel A.', 'Stone, Jordan M.', 'Dupuy, Trent J.', 'Llop-Sayson, Jorge', 'Patapis, Polychronis', 'Absil, Olivier', 'Hinkley, Sasha', 'Leisenring, Jarron M.', 'Ray, Shrishmoy', 'Fortney, Jonathan J.', 'Zhou, Yifan', 'Wagner, Kevin', 'Lew, Ben W. P.', 'Metchev, Stanimir', 'De Furio, Matthew', 'Kenworthy, Matthew A.', 'Liu, Pengyu', 'Rickman, Emily']",2022/09/01,2023/02/11,['Earth and Planetary Astrophysics (astro-ph.EP)'],['Solar and Stellar Astrophysics (astro-ph.SR)'],[],[]
['Veronique Greenwood'],2015-01-29,Networks Reveal the Connections of Disease,1310.7505,Quantifying age- and gender-related diabetes comorbidity risks using nation-wide big claims data,"['Thurner, Stefan', 'Schiller-Früwirth, Irmgard', 'Kautzky-Willer, Alexandra', 'Chmiel, Anna', 'Klimek, Peter']",2013/10/28,2013/10/28,['Applications (stat.AP)'],[],[],[]
['Ben Brubaker'],2022-05-03,Physicists Show How Quantum Uncertainty Sharpens Measurements,2111.01194,Negative quasiprobabilities enhance phase estimation in quantum-optics experiment,"['Yilmaz, Batuhan Y.', 'Pang, Arthur O. T.', 'Lupu-Gladstein, Noah B.', 'Brodutch, Aharon', 'Halpern, Nicole Yunger', 'Steinberg, Aephraim M.', 'Arvidsson-Shukur, David R. M.']",2021/11/01,2021/11/08,['Quantum Physics (quant-ph)'],[],[],[]
['Charlie Wood'],2021-03-03,Imaginary Numbers May Be Essential for Describing Reality,2101.10873,Quantum theory based on real numbers can be experimentally falsified,"['Trillo, David', 'Navascues, Miguel', 'Tavakoli, Armin', 'Gisin, Nicolas', 'Weilenmann, Mirjam', 'Acin, Antonio', 'Le, Thinh P.', 'Renou, Marc-Olivier']",2021/01/26,2021/12/27,['Quantum Physics (quant-ph)'],[],[],[]
['Kevin Hartnett'],2019-10-31,Mathematicians Cut Apart Shapes to Find Pieces of Equations,alg-geom/9601021,Volumes of hyperbolic manifolds and mixed Tate motives,"['Goncharov, Alexander']",1996/01/19,1996/01/24,['Algebraic Geometry (math.AG)'],[],[],[]
['Kevin Hartnett'],2019-08-14,New Proof Settles How to Approximate Numbers Like Pi,1907.04593,On the Duffin-Schaeffer conjecture,"['Koukoulopoulos, Dimitris', 'Maynard, James']",2019/07/10,2020/05/02,['Number Theory (math.NT)'],['Combinatorics (math.CO)'],"11J83 (Primary), 05C40 (Secondary)",[]
['John Pavlus'],2021-06-23,Same or Different? The Question Flummoxes Neural Networks.,1301.4083,Knowledge Matters: Importance of Prior Information for Optimization,"['Bengio, Yoshua', 'Gülçehre, Çağlar']",2013/01/17,2013/07/13,['Machine Learning (cs.LG)'],"['Computer Vision and Pattern Recognition (cs.CV)', 'Neural and Evolutionary Computing (cs.NE)', 'Machine Learning (stat.ML)']",[],[]
['Kevin Hartnett'],2020-11-30,Undergraduate Math Student Pushes Frontier of Graph Theory,2005.09251,Diagonal Ramsey via effective quasirandomness,"['Sah, Ashwin']",2020/05/19,2020/05/19,['Combinatorics (math.CO)'],[],[],[]
['Kevin Hartnett'],2020-02-04,Mathematicians Prove Universal Law of Turbulence,1911.11014,The Batchelor spectrum of passive scalar turbulence in stochastic fluid mechanics at fixed Reynolds number,"['Punshon-Smith, Sam', 'Bedrossian, Jacob', 'Blumenthal, Alex']",2019/11/25,2020/12/23,['Analysis of PDEs (math.AP)'],"['Dynamical Systems (math.DS)', 'Probability (math.PR)', 'Fluid Dynamics (physics.flu-dyn)']",[],[]
['Kevin Hartnett'],2020-02-04,Mathematicians Prove Universal Law of Turbulence,1809.06484,Lagrangian chaos and scalar advection in stochastic fluid mechanics,"['Bedrossian, Jacob', 'Punshon-Smith, Samuel', 'Blumenthal, Alex']",2018/09/18,2018/09/18,['Analysis of PDEs (math.AP)'],"['Dynamical Systems (math.DS)', 'Probability (math.PR)', 'Chaotic Dynamics (nlin.CD)', 'Fluid Dynamics (physics.flu-dyn)']",[],[]
['Kevin Hartnett'],2020-02-04,Mathematicians Prove Universal Law of Turbulence,1905.03869,Almost-sure exponential mixing of passive scalars by the stochastic Navier-Stokes equations,"['Bedrossian, Jacob', 'Punshon-Smith, Samuel', 'Blumenthal, Alex']",2019/05/09,2019/05/09,['Analysis of PDEs (math.AP)'],"['Dynamical Systems (math.DS)', 'Probability (math.PR)', 'Fluid Dynamics (physics.flu-dyn)']",[],[]
['Kevin Hartnett'],2020-02-04,Mathematicians Prove Universal Law of Turbulence,1911.01561,Almost-sure enhanced dissipation and uniform-in-diffusivity exponential mixing for advection-diffusion by stochastic Navier-Stokes,"['Bedrossian, Jacob', 'Punshon-Smith, Samuel', 'Blumenthal, Alex']",2019/11/05,2019/11/05,['Analysis of PDEs (math.AP)'],"['Dynamical Systems (math.DS)', 'Probability (math.PR)', 'Fluid Dynamics (physics.flu-dyn)']","37A25, 76D05, 60H15, 37H15, 76F20",[]
['Kelsey Houston-Edwards'],2022-02-15,Machine Learning Becomes a Mathematical Collaborator,2111.15323,The signature and cusp geometry of hyperbolic knots,"['Juhász, András', 'Tomasev, Nenad', 'Davies, Alex', 'Lackenby, Marc']",2021/11/30,2022/10/11,['Geometric Topology (math.GT)'],"['Artificial Intelligence (cs.AI)', 'Machine Learning (stat.ML)']","57K10, 57K31, 57K32, 68T07",[]
['Kelsey Houston-Edwards'],2022-02-15,Machine Learning Becomes a Mathematical Collaborator,2111.15161,Towards combinatorial invariance for Kazhdan-Lusztig polynomials,"['Williamson, Geordie', 'Davies, Alex', 'Buesing, Lars', 'Veličković, Petar', 'Blundell, Charles']",2021/11/30,2021/11/30,['Representation Theory (math.RT)'],[],[],[]
['Charlie Wood'],2021-11-22,The Algorithm That Lets Particle Physicists Count Higher Than Two,hep-ph/0102032,Calculation of master integrals by difference equations,"['Laporta, S.']",2001/02/03,2001/02/03,['High Energy Physics - Phenomenology (hep-ph)'],[],[],[]
['Charlie Wood'],2021-11-22,The Algorithm That Lets Particle Physicists Count Higher Than Two,1602.00695,High precision determination of the gluon fusion Higgs boson cross-section at the LHC,"['Dulat, Falko', 'Furlan, Elisabetta', 'Herzog, Franz', 'Lazopoulos, Achilleas', 'Mistlberger, Bernhard', 'Anastasiou, Charalampos', 'Duhr, Claude', 'Gehrmann, Thomas']",2016/02/01,2016/02/01,['High Energy Physics - Phenomenology (hep-ph)'],[],[],[]
['Charlie Wood'],2021-11-22,The Algorithm That Lets Particle Physicists Count Higher Than Two,1802.00833,Higgs Boson Production at Hadron Colliders at N3LO in QCD,"['Mistlberger, Bernhard']",2018/02/02,2018/02/02,['High Energy Physics - Phenomenology (hep-ph)'],['High Energy Physics - Theory (hep-th)'],[],[]
['Charlie Wood'],2021-11-22,The Algorithm That Lets Particle Physicists Count Higher Than Two,1704.06996,High-precision calculation of the 4-loop contribution to the electron g-2 in QED,"['Laporta, Stefano']",2017/04/23,2017/07/10,['High Energy Physics - Phenomenology (hep-ph)'],[],[],[]
['Natalie Wolchover'],2015-09-08,A Tricky Path to Quantum-Safe Encryption,quant-ph/9508027,Polynomial-Time Algorithms for Prime Factorization and Discrete Logarithms on a Quantum Computer,"['Shor, Peter W.']",1995/08/30,1996/01/25,['Quantum Physics (quant-ph)'],[],[],[]
['Kevin Hartnett'],2019-07-18,Quantum Supremacy Is Coming: Here’s What You Should Know,1905.00444,Establishing the Quantum Supremacy Frontier with a 281 Pflop/s Simulation,"['Ho, Alan', 'Biswas, Rupak', 'Rieffel, Eleanor G.', 'Neven, Hartmut', 'Lyakh, Dmitry', 'Boixo, Sergio', 'Villalonga, Benjamin', 'Mandrà, Salvatore', 'Humble, Travis S.']",2019/05/01,2020/05/07,['Quantum Physics (quant-ph)'],"['Computational Complexity (cs.CC)', 'Computational Physics (physics.comp-ph)']",[],[]
['Kevin Hartnett'],2018-01-09,In Praise of Simple Problems,0709.1229,Outer Billiards on Kites,"['Schwartz, Richard Evan']",2007/09/08,2008/07/29,['Dynamical Systems (math.DS)'],[],[],[]
['Kevin Hartnett'],2022-01-13,Mathematicians Clear Hurdle in Quest to Decode Primes,2109.15230,Bounds for standard $L$-functions,"['Nelson, Paul D.']",2021/09/30,2023/01/24,['Number Theory (math.NT)'],[],"11F67, 11F70, 11M99, 35A27, 53D50",[]
['Kevin Hartnett'],2022-01-13,Mathematicians Clear Hurdle in Quest to Decode Primes,1805.07750,The orbit method and analysis of automorphic forms,"['Nelson, Paul D.', 'Venkatesh, Akshay']",2018/05/20,2021/01/07,['Number Theory (math.NT)'],"['Analysis of PDEs (math.AP)', 'Representation Theory (math.RT)']","11F67, 11F70, 11M99, 35A27, 53D50",[]
['Kevin Hartnett'],2022-01-13,Mathematicians Clear Hurdle in Quest to Decode Primes,2012.02187,Spectral aspect subconvex bounds for ${\rm U}_{n+1} \times {\rm U}_{n}$,"['Nelson, Paul D.']",2020/12/03,2023/01/24,['Number Theory (math.NT)'],"['Analysis of PDEs (math.AP)', 'Representation Theory (math.RT)']","11F67, 11F70, 11M99, 35A27, 53D50",[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,astro-ph/9901240,Where are the missing galactic satellites?,"['Prada, Francisco', 'Valenzuela, Octavio', 'Klypin, Anatoly A.', 'Kravtsov, Andrey V.']",1999/01/19,1999/01/21,['Astrophysics (astro-ph)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,astro-ph/9901240,Where are the missing galactic satellites?,"['Prada, Francisco', 'Valenzuela, Octavio', 'Klypin, Anatoly A.', 'Kravtsov, Andrey V.']",1999/01/19,1999/01/21,['Astrophysics (astro-ph)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,astro-ph/0205502,The Southern Dwarf Hunt: Local Group Dwarf Candidates in the Southern Sky,"['Irwin, Mike', 'Whiting, Alan B.', 'Hau, G. K. T.']",2002/05/29,2002/05/29,['Astrophysics (astro-ph)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,astro-ph/0410416,A New Milky Way Companion: Unusual Globular Cluster or Extreme Dwarf Satellite?,"['Brinkmann, Jon', 'Blanton, Michael R.', 'Yanny, Brian', 'Willman, Beth', 'Hogg, David W.', 'Dalcanton, Julianne J.', 'West, Andrew A.', 'Wherry, Nicholas', 'Schneider, Donald P.']",2004/10/18,2005/02/24,['Astrophysics (astro-ph)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,0807.3345,The Invisibles: A Detection Algorithm to Trace the Faintest Milky Way Satellites,"['Walsh, Shane', 'Willman, Beth', 'Jerjen, Helmut']",2008/07/21,2008/07/25,['Astrophysics (astro-ph)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,0706.2687,The Luminosity Function of the Milky Way Satellites,"['Evans, N. W.', 'Koposov, S.', 'Fellhauer, M.', 'Gilmore, G.', 'Rix, H. -W.', 'Bell, E. F.', 'Irwin, M. J.', 'Glushkova, E. V.', 'Zucker, D. B.', 'Hewett, P. C.', 'Belokurov, V.']",2007/06/19,2008/05/19,['Astrophysics (astro-ph)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,0806.4381,Hundreds of Milky Way Satellites? Luminosity Bias in the Satellite Luminosity Function,"['Strigari, Louis E.', 'Willman, Beth', 'Tollerud, Erik J.', 'Bullock, James S.']",2008/06/26,2008/10/08,['Astrophysics (astro-ph)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,1602.05957,Reconciling dwarf galaxies with LCDM cosmology: Simulating a realistic population of satellites around a Milky Way-mass galaxy,"['Wetzel, Andrew R.', 'Quataert, Eliot', 'Keres, Dusan', 'Faucher-Giguere, Claude-Andre', 'Hopkins, Philip F.', 'Kim, Ji-hoon']",2016/02/18,2016/08/08,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,1701.03792,Not so lumpy after all: modeling the depletion of dark matter subhalos by Milky Way-like galaxies,"['Kelley, Tyler', 'Sanderson, Robyn E.', 'Wetzel, Andrew R.', 'Quataert, Eliot', 'Keres, Dusan', 'Boylan-Kolchin, Michael', 'Graus, Andrew S.', 'Garrison-Kimmel, Shea', 'Faucher-Giguere, Claude-Andre', 'Hopkins, Philip F.', 'Bullock, James S.']",2017/01/13,2017/07/25,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,1711.06267,There is No Missing Satellites Problem,"['Hargis, Jonathan R.', 'Kim, Stacy Y.', 'Peter, Annika H. G.']",2017/11/16,2018/06/12,['Cosmology and Nongalactic Astrophysics (astro-ph.CO)'],"['Astrophysics of Galaxies (astro-ph.GA)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Shannon Hall'],2019-01-09,Missing Galaxies? Now There’s Too Many,1811.12413,Phat ELVIS: The inevitable effect of the Milky Way's disk on its dark matter subhaloes,"['Kelley, Tyler', 'Boylan-Kolchin, Michael', 'Graus, Andrew S.', 'Pawlowski, Marcel S.', 'Bullock, James S.', 'Garrison-Kimmel, Shea']",2018/11/29,2019/05/30,['Astrophysics of Galaxies (astro-ph.GA)'],['Cosmology and Nongalactic Astrophysics (astro-ph.CO)'],[],[]
['Rebecca Boyle'],2019-12-19,Toward a Grand Unified Theory of Snowflakes,1910.09067,A Quantitative Physical Model of the Snow Crystal Morphology Diagram,"['Libbrecht, Kenneth G.']",2019/10/20,2019/11/13,['Materials Science (cond-mat.mtrl-sci)'],"['Atmospheric and Oceanic Physics (physics.ao-ph)', 'Popular Physics (physics.pop-ph)']",[],[]
['Rebecca Boyle'],2019-12-19,Toward a Grand Unified Theory of Snowflakes,1910.06389,Snow Crystals,"['Libbrecht, Kenneth G.']",2019/10/14,2021/12/09,['Materials Science (cond-mat.mtrl-sci)'],"['Atmospheric and Oceanic Physics (physics.ao-ph)', 'Popular Physics (physics.pop-ph)']",[],[]
['Patrick Honner'],2021-01-13,The Crooked Geometry of Round Trips,1508.03546,Geodesic trajectories on regular polyhedra,"['Dods, Victor', 'Davis, Diana', 'Traub, Cynthia', 'Yang, Jed']",2015/08/12,2015/08/12,['Metric Geometry (math.MG)'],['Combinatorics (math.CO)'],52B10,[]
['Patrick Honner'],2021-01-13,The Crooked Geometry of Round Trips,1811.04131,Platonic solids and high genus covers of lattice surfaces,"['Hooper, W. Patrick', 'Aulicino, David', 'Athreya, Jayadev S.']",2018/11/09,2019/12/20,['Geometric Topology (math.GT)'],[],[],[]
['Allison Whitten'],2022-02-17,AI Overcomes Stumbling Block on Brain-Inspired Hardware,1906.02243,Energy and Policy Considerations for Deep Learning in NLP,"['Strubell, Emma', 'McCallum, Andrew', 'Ganesh, Ananya']",2019/06/05,2019/06/05,['Computation and Language (cs.CL)'],[],[],[]
['Natalie Wolchover'],2017-06-20,Where Gravity Is Weak and Naked Singularities Are Verboten,hep-th/0601001,"The String Landscape, Black Holes and Gravity as the Weakest Force","['Motl, Lubos', 'Nicolis, Alberto', 'Vafa, Cumrun', 'Arkani-Hamed, Nima']",2006/01/02,2006/02/21,['High Energy Physics - Theory (hep-th)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
['Natalie Wolchover'],2017-06-20,Where Gravity Is Weak and Naked Singularities Are Verboten,1006.5960,"Black Strings, Low Viscosity Fluids, and Violation of Cosmic Censorship","['Pretorius, Frans', 'Lehner, Luis']",2010/06/30,2010/10/25,['High Energy Physics - Theory (hep-th)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
['Natalie Wolchover'],2017-06-20,Where Gravity Is Weak and Naked Singularities Are Verboten,1004.4866,"Unification of gravity, gauge fields, and Higgs bosons","['Speziale, Simone', 'Lisi, A. Garrett', 'Smolin, Lee']",2010/04/27,2010/10/13,['General Relativity and Quantum Cosmology (gr-qc)'],['High Energy Physics - Theory (hep-th)'],[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/9210046,Effective Field Theory and the Fermi Surface,"['Polchinski, Joseph']",1992/10/08,1999/06/08,['High Energy Physics - Theory (hep-th)'],"['Condensed Matter (cond-mat)', 'High Energy Physics - Lattice (hep-lat)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/9510017,Dirichlet-Branes and Ramond-Ramond Charges,"['Polchinski, Joseph']",1995/10/05,1995/11/08,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/9601029,Microscopic Origin of the Bekenstein-Hawking Entropy,"['Strominger, A.', 'Vafa, C.']",1996/01/09,1996/02/15,['High Energy Physics - Theory (hep-th)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/0108075,Don't Panic! Closed String Tachyons in ALE Spacetimes,"['Adams, A.', 'Polchinski, J.', 'Silverstein, E.']",2001/08/10,2001/09/07,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",1207.3123,Black Holes: Complementarity or Firewalls?,"['Polchinski, Joseph', 'Sully, James', 'Almheiri, Ahmed', 'Marolf, Donald']",2012/07/13,2013/04/13,['High Energy Physics - Theory (hep-th)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/0004134,Quantization of Four-form Fluxes and Dynamical Neutralization of the Cosmological Constant,"['Polchinski, Joseph', 'Bousso, Raphael']",2000/04/18,2000/06/26,['High Energy Physics - Theory (hep-th)'],"['Astrophysics (astro-ph)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/0308055,Towards Inflation in String Theory,"['Trivedi, Sandip P.', 'Maldacena, Juan', 'Kallosh, Renata', 'Kachru, Shamit', 'McAllister, Liam', 'Linde, Andrei']",2003/08/07,2003/09/23,['High Energy Physics - Theory (hep-th)'],"['Astrophysics (astro-ph)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/0404084,DBI in the Sky,"['Tong, David', 'Alishahiha, Mohsen', 'Silverstein, Eva']",2004/04/13,2008/03/31,['High Energy Physics - Theory (hep-th)'],"['Astrophysics (astro-ph)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/0105097,Hierarchies from Fluxes in String Compactifications,"['Polchinski, Joseph', 'Kachru, Shamit', 'Giddings, Steven B.']",2001/05/10,2002/04/25,['High Energy Physics - Theory (hep-th)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/0004134,Quantization of Four-form Fluxes and Dynamical Neutralization of the Cosmological Constant,"['Polchinski, Joseph', 'Bousso, Raphael']",2000/04/18,2000/06/26,['High Energy Physics - Theory (hep-th)'],"['Astrophysics (astro-ph)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Eva Silverstein'],2018-02-20,"Physicists Mourn Joe Polchinski, Developer of Deep Ideas and Paradoxes",hep-th/0312067,Cosmic F- and D-strings,"['Polchinski, Joseph', 'Myers, Robert C.', 'Copeland, Edmund J.']",2003/12/05,2004/05/25,['High Energy Physics - Theory (hep-th)'],"['Astrophysics (astro-ph)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['John Pavlus'],2020-04-30,Common Sense Comes to Computers,1906.05317,COMET: Commonsense Transformers for Automatic Knowledge Graph Construction,"['Sap, Maarten', 'Malaviya, Chaitanya', 'Rashkin, Hannah', 'Bosselut, Antoine', 'Celikyilmaz, Asli', 'Choi, Yejin']",2019/06/12,2019/06/14,['Computation and Language (cs.CL)'],['Artificial Intelligence (cs.AI)'],[],[]
['John Pavlus'],2020-04-30,Common Sense Comes to Computers,1811.00146,ATOMIC: An Atlas of Machine Commonsense for If-Then Reasoning,"['Lourie, Nicholas', 'Sap, Maarten', 'Rashkin, Hannah', 'Smith, Noah A.', 'Allaway, Emily', 'Roof, Brendan', 'LeBras, Ronan', 'Choi, Yejin', 'Bhagavatula, Chandra']",2018/10/31,2019/02/07,['Computation and Language (cs.CL)'],[],[],[]
['John Pavlus'],2020-04-30,Common Sense Comes to Computers,2004.10796,VisualCOMET: Reasoning about the Dynamic Context of a Still Image,"['Farhadi, Ali', 'Mottaghi, Roozbeh', 'Park, Jae Sung', 'Choi, Yejin', 'Bhagavatula, Chandra']",2020/04/22,2020/08/01,['Computer Vision and Pattern Recognition (cs.CV)'],['Computation and Language (cs.CL)'],[],[]
['Marcus Woo'],2017-10-31,The Atomic Theory of Origami,1705.04710,Exactly solvable flat-foldable quadrilateral origami tilings,"['Assis, Michael']",2017/05/12,2017/05/12,['Mathematical Physics (math-ph)'],"['Materials Science (cond-mat.mtrl-sci)', 'Statistical Mechanics (cond-mat.stat-mech)']",[],[]
['Ramin Skibba'],2018-10-10,Interstellar Visitor Found to Be Unlike a Comet or an Asteroid,1809.06389,Spin Evolution and Cometary Interpretation of the Interstellar Minor Object 1I/2017 'Oumuamua,"['Rafikov, Roman R.']",2018/09/17,2018/11/05,['Earth and Planetary Astrophysics (astro-ph.EP)'],[],[],[]
['Ramin Skibba'],2018-10-10,Interstellar Visitor Found to Be Unlike a Comet or an Asteroid,1801.02814,Breakthrough Listen Observations of 1I/'Oumuamua with the GBT,"['Hellbourg, G.', 'Croft, S.', 'Park, R. S.', 'MacMahon, D. H. E.', 'Siemion, A.', 'Lazio, T. J. W.', 'Gizani, N.', 'Enriquez, J. E.', 'Isaacson, H.', 'Price, D. C.', 'DeBoer, D.', 'Gajjar, V.', 'Lebofsky, M.']",2018/01/09,2018/01/10,['Earth and Planetary Astrophysics (astro-ph.EP)'],['Instrumentation and Methods for Astrophysics (astro-ph.IM)'],[],[]
['Ramin Skibba'],2018-10-10,Interstellar Visitor Found to Be Unlike a Comet or an Asteroid,1809.06389,Spin Evolution and Cometary Interpretation of the Interstellar Minor Object 1I/2017 'Oumuamua,"['Rafikov, Roman R.']",2018/09/17,2018/11/05,['Earth and Planetary Astrophysics (astro-ph.EP)'],[],[],[]
['Ramin Skibba'],2018-10-10,Interstellar Visitor Found to Be Unlike a Comet or an Asteroid,1809.09009,Plausible home stars of the interstellar object 'Oumuamua found in Gaia DR2,"['Micheli, M.', 'Bailer-Jones, C. A. L.', 'Hainaut, O. R.', 'Buie, M. W.', 'Brasser, R.', 'Chakrabarti, S.', 'Farnocchia, D.', 'Meech, K. J.']",2018/09/24,2018/09/24,['Earth and Planetary Astrophysics (astro-ph.EP)'],[],[],[]
['Ramin Skibba'],2017-06-21,Researchers Check Space-Time to See if It’s Made of Quantum Bits,1706.00785,Testing Emergent Gravity with Isolated Dwarf Galaxies,"['Pardo, Kris']",2017/06/02,2020/11/29,['Cosmology and Nongalactic Astrophysics (astro-ph.CO)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
